provincia,cantón,fecha,homicidios
BOLIVAR,Guaranda,2021-01-01,1
BOLIVAR,Chillanes,2021-01-01,2
BOLIVAR,Chimbo,2021-01-01,0
BOLIVAR,Echeandia,2021-01-01,0
BOLIVAR,San Miguel,2021-01-01,0
BOLIVAR,Caluma,2021-01-01,0
BOLIVAR,Las Naves,2021-01-01,0
CANAR,Azogues,2021-01-01,0
CANAR,Biblian,2021-01-01,0
CANAR,Cañar,2021-01-01,0
CANAR,La Troncal,2021-01-01,3
CANAR,El Tambo,2021-01-01,0
CANAR,Deleg,2021-01-01,0
CANAR,Suscal,2021-01-01,0
CARCHI,Tulcan,2021-01-01,0
CARCHI,Bolivar,2021-01-01,0
CARCHI,Espejo,2021-01-01,0
CARCHI,Mira,2021-01-01,0
CARCHI,Montufar,2021-01-01,0
CARCHI,San Pedro De Huaca,2021-01-01,0
COTOPAXI,Latacunga,2021-01-01,1
COTOPAXI,La Mana,2021-01-01,0
COTOPAXI,Pangua,2021-01-01,0
COTOPAXI,Pujili,2021-01-01,0
COTOPAXI,Salcedo,2021-01-01,0
COTOPAXI,Saquisili,2021-01-01,0
COTOPAXI,Sigchos,2021-01-01,0
CHIMBORAZO,Riobamba,2021-01-01,0
CHIMBORAZO,Alausi,2021-01-01,0
CHIMBORAZO,Colta,2021-01-01,0
CHIMBORAZO,Chambo,2021-01-01,0
CHIMBORAZO,Chunchi,2021-01-01,0
CHIMBORAZO,Guamote,2021-01-01,0
CHIMBORAZO,Guano,2021-01-01,0
CHIMBORAZO,Pallatanga,2021-01-01,0
CHIMBORAZO,Penipe,2021-01-01,0
CHIMBORAZO,Cumanda,2021-01-01,1
EL ORO,Machala,2021-01-01,4
EL ORO,Arenillas,2021-01-01,1
EL ORO,Atahualpa,2021-01-01,0
EL ORO,Balsas,2021-01-01,0
EL ORO,Chilla,2021-01-01,0
EL ORO,El Guabo,2021-01-01,1
EL ORO,Huaquillas,2021-01-01,3
EL ORO,Marcabeli,2021-01-01,0
EL ORO,Pasaje,2021-01-01,3
EL ORO,Piñas,2021-01-01,0
EL ORO,Portovelo,2021-01-01,0
EL ORO,Santa Rosa,2021-01-01,0
EL ORO,Zaruma,2021-01-01,0
EL ORO,Las Lajas,2021-01-01,0
ESMERALDAS,Esmeraldas,2021-01-01,5
ESMERALDAS,Eloy Alfaro,2021-01-01,1
ESMERALDAS,Muisne,2021-01-01,0
ESMERALDAS,Quininde,2021-01-01,2
ESMERALDAS,San Lorenzo,2021-01-01,0
ESMERALDAS,Atacames,2021-01-01,1
ESMERALDAS,Rioverde,2021-01-01,0
GUAYAS,Guayaquil,2021-01-01,29
GUAYAS,Alfredo Baquerizo Moreno (Jujan),2021-01-01,0
GUAYAS,Balao,2021-01-01,2
GUAYAS,Balzar,2021-01-01,1
GUAYAS,Colimes,2021-01-01,0
GUAYAS,Daule,2021-01-01,4
GUAYAS,Duran,2021-01-01,3
GUAYAS,El Empalme,2021-01-01,2
GUAYAS,El Triunfo,2021-01-01,1
GUAYAS,Milagro,2021-01-01,4
GUAYAS,Naranjal,2021-01-01,5
GUAYAS,Naranjito,2021-01-01,0
GUAYAS,Palestina,2021-01-01,0
GUAYAS,Pedro Carbo,2021-01-01,1
GUAYAS,Samborondon,2021-01-01,0
GUAYAS,Santa Lucia,2021-01-01,0
GUAYAS,Salitre (Urbina Jado),2021-01-01,0
GUAYAS,San Jacinto De Yaguachi,2021-01-01,1
GUAYAS,Playas,2021-01-01,0
GUAYAS,Simon Bolivar,2021-01-01,1
GUAYAS,Coronel Marcelino Maridueña,2021-01-01,0
GUAYAS,Lomas De Sargentillo,2021-01-01,0
GUAYAS,Nobol,2021-01-01,0
GUAYAS,Gral Antonio Elizalde,2021-01-01,0
GUAYAS,Isidro Ayora,2021-01-01,0
IMBABURA,Ibarra,2021-01-01,0
IMBABURA,Antonio Ante,2021-01-01,0
IMBABURA,Cotacachi,2021-01-01,0
IMBABURA,Otavalo,2021-01-01,0
IMBABURA,Pimampiro,2021-01-01,0
IMBABURA,San Miguel De Urcuqui,2021-01-01,0
LOJA,Loja,2021-01-01,0
LOJA,Calvas,2021-01-01,0
LOJA,Catamayo,2021-01-01,0
LOJA,Celica,2021-01-01,0
LOJA,Chaguarpamba,2021-01-01,0
LOJA,Espindola,2021-01-01,0
LOJA,Gonzanama,2021-01-01,0
LOJA,Macara,2021-01-01,0
LOJA,Paltas,2021-01-01,0
LOJA,Puyango,2021-01-01,0
LOJA,Saraguro,2021-01-01,0
LOJA,Sozoranga,2021-01-01,0
LOJA,Zapotillo,2021-01-01,0
LOJA,Pindal,2021-01-01,0
LOJA,Quilanga,2021-01-01,0
LOJA,Olmedo,2021-01-01,0
LOS RIOS,Babahoyo,2021-01-01,2
LOS RIOS,Baba,2021-01-01,0
LOS RIOS,Montalvo,2021-01-01,0
LOS RIOS,Puebloviejo,2021-01-01,0
LOS RIOS,Quevedo,2021-01-01,1
LOS RIOS,Urdaneta,2021-01-01,0
LOS RIOS,Ventanas,2021-01-01,0
LOS RIOS,Vinces,2021-01-01,0
LOS RIOS,Palenque,2021-01-01,0
LOS RIOS,Buena Fe,2021-01-01,0
LOS RIOS,Valencia,2021-01-01,0
LOS RIOS,Mocache,2021-01-01,0
LOS RIOS,Quinsaloma,2021-01-01,0
MANABI,Portoviejo,2021-01-01,0
MANABI,Bolivar,2021-01-01,0
MANABI,Chone,2021-01-01,2
MANABI,El Carmen,2021-01-01,5
MANABI,Flavio Alfaro,2021-01-01,0
MANABI,Jipijapa,2021-01-01,0
MANABI,Junin,2021-01-01,0
MANABI,Manta,2021-01-01,2
MANABI,Montecristi,2021-01-01,0
MANABI,Pajan,2021-01-01,0
MANABI,Pichincha,2021-01-01,0
MANABI,Rocafuerte,2021-01-01,0
MANABI,Santa Ana,2021-01-01,0
MANABI,Sucre,2021-01-01,0
MANABI,Tosagua,2021-01-01,0
MANABI,24 De Mayo,2021-01-01,1
MANABI,Pedernales,2021-01-01,3
MANABI,Olmedo,2021-01-01,1
MANABI,Puerto Lopez,2021-01-01,1
MANABI,Jama,2021-01-01,0
MANABI,Jaramijo,2021-01-01,0
MANABI,San Vicente,2021-01-01,0
MORONA SANTIAGO,Morona,2021-01-01,0
MORONA SANTIAGO,Gualaquiza,2021-01-01,0
MORONA SANTIAGO,Limon Indanza,2021-01-01,0
MORONA SANTIAGO,Palora,2021-01-01,0
MORONA SANTIAGO,Santiago,2021-01-01,0
MORONA SANTIAGO,Sucua,2021-01-01,0
MORONA SANTIAGO,Huamboya,2021-01-01,0
MORONA SANTIAGO,San Juan Bosco,2021-01-01,0
MORONA SANTIAGO,Taisha,2021-01-01,0
MORONA SANTIAGO,Logroño,2021-01-01,0
MORONA SANTIAGO,Pablo Sexto,2021-01-01,0
MORONA SANTIAGO,Canton Tiwintza,2021-01-01,0
NAPO,Tena,2021-01-01,0
NAPO,Archidona,2021-01-01,0
NAPO,El Chaco,2021-01-01,0
NAPO,Quijos,2021-01-01,0
NAPO,Carlos Julio Arosemena Tola,2021-01-01,0
PASTAZA,Pastaza,2021-01-01,0
PASTAZA,Mera,2021-01-01,0
PASTAZA,Santa Clara,2021-01-01,0
PASTAZA,Arajuno,2021-01-01,0
PICHINCHA,Quito,2021-01-01,9
PICHINCHA,Cayambe,2021-01-01,1
PICHINCHA,Mejia,2021-01-01,1
PICHINCHA,Pedro Moncayo,2021-01-01,0
PICHINCHA,Rumiñahui,2021-01-01,0
PICHINCHA,San Miguel De Los Bancos,2021-01-01,0
PICHINCHA,Pedro Vicente Maldonado,2021-01-01,0
PICHINCHA,Puerto Quito,2021-01-01,1
TUNGURAHUA,Ambato,2021-01-01,1
TUNGURAHUA,Baños De Agua Santa,2021-01-01,0
TUNGURAHUA,Cevallos,2021-01-01,0
TUNGURAHUA,Mocha,2021-01-01,0
TUNGURAHUA,Patate,2021-01-01,0
TUNGURAHUA,Quero,2021-01-01,0
TUNGURAHUA,San Pedro De Pelileo,2021-01-01,0
TUNGURAHUA,Santiago De Pillaro,2021-01-01,0
TUNGURAHUA,Tisaleo,2021-01-01,0
ZAMORA CHINCHIPE,Zamora,2021-01-01,0
ZAMORA CHINCHIPE,Chinchipe,2021-01-01,0
ZAMORA CHINCHIPE,Nangaritza,2021-01-01,0
ZAMORA CHINCHIPE,Yacuambi,2021-01-01,0
ZAMORA CHINCHIPE,Yantzaza (Yanzatza),2021-01-01,0
ZAMORA CHINCHIPE,El Pangui,2021-01-01,0
ZAMORA CHINCHIPE,Centinela Del Condor,2021-01-01,0
ZAMORA CHINCHIPE,Palanda,2021-01-01,0
ZAMORA CHINCHIPE,Paquisha,2021-01-01,0
GALAPAGOS,San Cristobal,2021-01-01,0
GALAPAGOS,Isabela,2021-01-01,0
GALAPAGOS,Santa Cruz,2021-01-01,0
SUCUMBIOS,Lago Agrio,2021-01-01,1
SUCUMBIOS,Gonzalo Pizarro,2021-01-01,0
SUCUMBIOS,Putumayo,2021-01-01,0
SUCUMBIOS,Shushufindi,2021-01-01,2
SUCUMBIOS,Sucumbios,2021-01-01,0
SUCUMBIOS,Cascales,2021-01-01,0
SUCUMBIOS,Cuyabeno,2021-01-01,0
ORELLANA,Orellana,2021-01-01,0
ORELLANA,Aguarico,2021-01-01,0
ORELLANA,La Joya De Los Sachas,2021-01-01,0
ORELLANA,Loreto,2021-01-01,0
SANTO DOMINGO DE LOS TSACHILAS,Santo Domingo,2021-01-01,1
SANTO DOMINGO DE LOS TSACHILAS,La Concordia,2021-01-01,0
SANTA ELENA,Santa Elena,2021-01-01,0
SANTA ELENA,La Libertad,2021-01-01,1
SANTA ELENA,Salinas,2021-01-01,0
TOTAL NACIONAL,Total Nacional,2021-01-01,122
AZUAY,Cuenca,2021-02-01,36
AZUAY,Giron,2021-02-01,0
AZUAY,Gualaceo,2021-02-01,0
AZUAY,Nabon,2021-02-01,0
AZUAY,Paute,2021-02-01,0
AZUAY,Pucara,2021-02-01,0
AZUAY,San Fernando,2021-02-01,0
AZUAY,Santa Isabel,2021-02-01,0
AZUAY,Sigsig,2021-02-01,0
AZUAY,Oña,2021-02-01,0
AZUAY,Chordeleg,2021-02-01,0
AZUAY,El Pan,2021-02-01,0
AZUAY,Sevilla De Oro,2021-02-01,0
AZUAY,Guachapala,2021-02-01,0
AZUAY,Camilo Ponce Enriquez,2021-02-01,1
BOLIVAR,Guaranda,2021-02-01,0
BOLIVAR,Chillanes,2021-02-01,0
BOLIVAR,Chimbo,2021-02-01,0
BOLIVAR,Echeandia,2021-02-01,0
BOLIVAR,San Miguel,2021-02-01,0
BOLIVAR,Caluma,2021-02-01,0
BOLIVAR,Las Naves,2021-02-01,0
CANAR,Azogues,2021-02-01,0
CANAR,Biblian,2021-02-01,0
CANAR,Cañar,2021-02-01,0
CANAR,La Troncal,2021-02-01,4
CANAR,El Tambo,2021-02-01,0
CANAR,Deleg,2021-02-01,0
CANAR,Suscal,2021-02-01,0
CARCHI,Tulcan,2021-02-01,1
CARCHI,Bolivar,2021-02-01,0
CARCHI,Espejo,2021-02-01,0
CARCHI,Mira,2021-02-01,0
CARCHI,Montufar,2021-02-01,0
CARCHI,San Pedro De Huaca,2021-02-01,0
COTOPAXI,Latacunga,2021-02-01,8
COTOPAXI,La Mana,2021-02-01,0
COTOPAXI,Pangua,2021-02-01,0
COTOPAXI,Pujili,2021-02-01,0
COTOPAXI,Salcedo,2021-02-01,0
COTOPAXI,Saquisili,2021-02-01,0
COTOPAXI,Sigchos,2021-02-01,0
CHIMBORAZO,Riobamba,2021-02-01,1
CHIMBORAZO,Alausi,2021-02-01,0
CHIMBORAZO,Colta,2021-02-01,0
CHIMBORAZO,Chambo,2021-02-01,1
CHIMBORAZO,Chunchi,2021-02-01,1
CHIMBORAZO,Guamote,2021-02-01,0
CHIMBORAZO,Guano,2021-02-01,1
CHIMBORAZO,Pallatanga,2021-02-01,0
CHIMBORAZO,Penipe,2021-02-01,0
CHIMBORAZO,Cumanda,2021-02-01,0
EL ORO,Machala,2021-02-01,6
EL ORO,Arenillas,2021-02-01,0
EL ORO,Atahualpa,2021-02-01,0
EL ORO,Balsas,2021-02-01,2
EL ORO,Chilla,2021-02-01,0
EL ORO,El Guabo,2021-02-01,1
EL ORO,Huaquillas,2021-02-01,2
EL ORO,Marcabeli,2021-02-01,0
EL ORO,Pasaje,2021-02-01,3
EL ORO,Piñas,2021-02-01,0
EL ORO,Portovelo,2021-02-01,0
EL ORO,Santa Rosa,2021-02-01,0
EL ORO,Zaruma,2021-02-01,0
EL ORO,Las Lajas,2021-02-01,0
ESMERALDAS,Esmeraldas,2021-02-01,1
ESMERALDAS,Eloy Alfaro,2021-02-01,0
ESMERALDAS,Muisne,2021-02-01,1
ESMERALDAS,Quininde,2021-02-01,1
ESMERALDAS,San Lorenzo,2021-02-01,2
ESMERALDAS,Atacames,2021-02-01,1
ESMERALDAS,Rioverde,2021-02-01,1
GUAYAS,Guayaquil,2021-02-01,70
GUAYAS,Alfredo Baquerizo Moreno (Jujan),2021-02-01,0
GUAYAS,Balao,2021-02-01,0
GUAYAS,Balzar,2021-02-01,2
GUAYAS,Colimes,2021-02-01,0
GUAYAS,Daule,2021-02-01,1
GUAYAS,Duran,2021-02-01,5
GUAYAS,El Empalme,2021-02-01,2
GUAYAS,El Triunfo,2021-02-01,0
GUAYAS,Milagro,2021-02-01,4
GUAYAS,Naranjal,2021-02-01,3
GUAYAS,Naranjito,2021-02-01,0
GUAYAS,Palestina,2021-02-01,0
GUAYAS,Pedro Carbo,2021-02-01,0
GUAYAS,Samborondon,2021-02-01,2
GUAYAS,Santa Lucia,2021-02-01,0
GUAYAS,Salitre (Urbina Jado),2021-02-01,0
GUAYAS,San Jacinto De Yaguachi,2021-02-01,1
GUAYAS,Playas,2021-02-01,0
GUAYAS,Simon Bolivar,2021-02-01,0
GUAYAS,Coronel Marcelino Maridueña,2021-02-01,1
GUAYAS,Lomas De Sargentillo,2021-02-01,0
GUAYAS,Nobol,2021-02-01,0
GUAYAS,Gral Antonio Elizalde,2021-02-01,0
GUAYAS,Isidro Ayora,2021-02-01,0
IMBABURA,Ibarra,2021-02-01,1
IMBABURA,Antonio Ante,2021-02-01,0
IMBABURA,Cotacachi,2021-02-01,0
IMBABURA,Otavalo,2021-02-01,0
IMBABURA,Pimampiro,2021-02-01,0
IMBABURA,San Miguel De Urcuqui,2021-02-01,0
LOJA,Loja,2021-02-01,0
LOJA,Calvas,2021-02-01,0
LOJA,Catamayo,2021-02-01,0
LOJA,Celica,2021-02-01,0
LOJA,Chaguarpamba,2021-02-01,0
LOJA,Espindola,2021-02-01,0
LOJA,Gonzanama,2021-02-01,0
LOJA,Macara,2021-02-01,0
LOJA,Paltas,2021-02-01,0
LOJA,Puyango,2021-02-01,0
LOJA,Saraguro,2021-02-01,0
LOJA,Sozoranga,2021-02-01,0
LOJA,Zapotillo,2021-02-01,0
LOJA,Pindal,2021-02-01,0
LOJA,Quilanga,2021-02-01,0
LOJA,Olmedo,2021-02-01,0
LOS RIOS,Babahoyo,2021-02-01,1
LOS RIOS,Baba,2021-02-01,1
LOS RIOS,Montalvo,2021-02-01,0
LOS RIOS,Puebloviejo,2021-02-01,1
LOS RIOS,Quevedo,2021-02-01,2
LOS RIOS,Urdaneta,2021-02-01,0
LOS RIOS,Ventanas,2021-02-01,1
LOS RIOS,Vinces,2021-02-01,0
LOS RIOS,Palenque,2021-02-01,0
LOS RIOS,Buena Fe,2021-02-01,1
LOS RIOS,Valencia,2021-02-01,0
LOS RIOS,Mocache,2021-02-01,1
LOS RIOS,Quinsaloma,2021-02-01,0
MANABI,Portoviejo,2021-02-01,5
MANABI,Bolivar,2021-02-01,1
MANABI,Chone,2021-02-01,4
MANABI,El Carmen,2021-02-01,5
MANABI,Flavio Alfaro,2021-02-01,2
MANABI,Jipijapa,2021-02-01,0
MANABI,Junin,2021-02-01,0
MANABI,Manta,2021-02-01,6
MANABI,Montecristi,2021-02-01,2
MANABI,Pajan,2021-02-01,0
MANABI,Pichincha,2021-02-01,0
MANABI,Rocafuerte,2021-02-01,0
MANABI,Santa Ana,2021-02-01,0
MANABI,Sucre,2021-02-01,0
MANABI,Tosagua,2021-02-01,0
MANABI,24 De Mayo,2021-02-01,0
MANABI,Pedernales,2021-02-01,1
MANABI,Olmedo,2021-02-01,1
MANABI,Puerto Lopez,2021-02-01,1
MANABI,Jama,2021-02-01,0
MANABI,Jaramijo,2021-02-01,0
MANABI,San Vicente,2021-02-01,1
MORONA SANTIAGO,Morona,2021-02-01,1
MORONA SANTIAGO,Gualaquiza,2021-02-01,0
MORONA SANTIAGO,Limon Indanza,2021-02-01,0
MORONA SANTIAGO,Palora,2021-02-01,0
MORONA SANTIAGO,Santiago,2021-02-01,0
MORONA SANTIAGO,Sucua,2021-02-01,0
MORONA SANTIAGO,Huamboya,2021-02-01,0
MORONA SANTIAGO,San Juan Bosco,2021-02-01,0
MORONA SANTIAGO,Taisha,2021-02-01,0
MORONA SANTIAGO,Logroño,2021-02-01,0
MORONA SANTIAGO,Pablo Sexto,2021-02-01,0
MORONA SANTIAGO,Canton Tiwintza,2021-02-01,0
NAPO,Tena,2021-02-01,0
NAPO,Archidona,2021-02-01,0
NAPO,El Chaco,2021-02-01,0
NAPO,Quijos,2021-02-01,0
NAPO,Carlos Julio Arosemena Tola,2021-02-01,0
PASTAZA,Pastaza,2021-02-01,0
PASTAZA,Mera,2021-02-01,0
PASTAZA,Santa Clara,2021-02-01,0
PASTAZA,Arajuno,2021-02-01,0
PICHINCHA,Quito,2021-02-01,11
PICHINCHA,Cayambe,2021-02-01,1
PICHINCHA,Mejia,2021-02-01,0
PICHINCHA,Pedro Moncayo,2021-02-01,0
PICHINCHA,Rumiñahui,2021-02-01,0
PICHINCHA,San Miguel De Los Bancos,2021-02-01,0
PICHINCHA,Pedro Vicente Maldonado,2021-02-01,0
PICHINCHA,Puerto Quito,2021-02-01,0
TUNGURAHUA,Ambato,2021-02-01,0
TUNGURAHUA,Baños De Agua Santa,2021-02-01,0
TUNGURAHUA,Cevallos,2021-02-01,0
TUNGURAHUA,Mocha,2021-02-01,0
TUNGURAHUA,Patate,2021-02-01,0
TUNGURAHUA,Quero,2021-02-01,0
TUNGURAHUA,San Pedro De Pelileo,2021-02-01,0
TUNGURAHUA,Santiago De Pillaro,2021-02-01,1
TUNGURAHUA,Tisaleo,2021-02-01,0
ZAMORA CHINCHIPE,Zamora,2021-02-01,1
ZAMORA CHINCHIPE,Chinchipe,2021-02-01,0
ZAMORA CHINCHIPE,Nangaritza,2021-02-01,1
ZAMORA CHINCHIPE,Yacuambi,2021-02-01,0
ZAMORA CHINCHIPE,Yantzaza (Yanzatza),2021-02-01,0
ZAMORA CHINCHIPE,El Pangui,2021-02-01,0
ZAMORA CHINCHIPE,Centinela Del Condor,2021-02-01,0
ZAMORA CHINCHIPE,Palanda,2021-02-01,0
ZAMORA CHINCHIPE,Paquisha,2021-02-01,0
GALAPAGOS,San Cristobal,2021-02-01,0
GALAPAGOS,Isabela,2021-02-01,0
GALAPAGOS,Santa Cruz,2021-02-01,0
SUCUMBIOS,Lago Agrio,2021-02-01,0
SUCUMBIOS,Gonzalo Pizarro,2021-02-01,0
SUCUMBIOS,Putumayo,2021-02-01,0
SUCUMBIOS,Shushufindi,2021-02-01,0
SUCUMBIOS,Sucumbios,2021-02-01,0
SUCUMBIOS,Cascales,2021-02-01,1
SUCUMBIOS,Cuyabeno,2021-02-01,0
ORELLANA,Orellana,2021-02-01,0
ORELLANA,Aguarico,2021-02-01,0
ORELLANA,La Joya De Los Sachas,2021-02-01,0
ORELLANA,Loreto,2021-02-01,0
SANTO DOMINGO DE LOS TSACHILAS,Santo Domingo,2021-02-01,4
SANTO DOMINGO DE LOS TSACHILAS,La Concordia,2021-02-01,0
SANTA ELENA,Santa Elena,2021-02-01,0
SANTA ELENA,La Libertad,2021-02-01,1
SANTA ELENA,Salinas,2021-02-01,0
TOTAL NACIONAL,Total Nacional,2021-02-01,226
AZUAY,Cuenca,2021-03-01,1
AZUAY,Giron,2021-03-01,0
AZUAY,Gualaceo,2021-03-01,0
AZUAY,Nabon,2021-03-01,0
AZUAY,Paute,2021-03-01,0
AZUAY,Pucara,2021-03-01,0
AZUAY,San Fernando,2021-03-01,0
AZUAY,Santa Isabel,2021-03-01,0
AZUAY,Sigsig,2021-03-01,0
AZUAY,Oña,2021-03-01,0
AZUAY,Chordeleg,2021-03-01,0
AZUAY,El Pan,2021-03-01,0
AZUAY,Sevilla De Oro,2021-03-01,0
AZUAY,Guachapala,2021-03-01,0
AZUAY,Camilo Ponce Enriquez,2021-03-01,0
BOLIVAR,Guaranda,2021-03-01,0
BOLIVAR,Chillanes,2021-03-01,0
BOLIVAR,Chimbo,2021-03-01,0
BOLIVAR,Echeandia,2021-03-01,0
BOLIVAR,San Miguel,2021-03-01,0
BOLIVAR,Caluma,2021-03-01,0
BOLIVAR,Las Naves,2021-03-01,0
CANAR,Azogues,2021-03-01,0
CANAR,Biblian,2021-03-01,0
CANAR,Cañar,2021-03-01,0
CANAR,La Troncal,2021-03-01,11
CANAR,El Tambo,2021-03-01,0
CANAR,Deleg,2021-03-01,0
CANAR,Suscal,2021-03-01,0
CARCHI,Tulcan,2021-03-01,0
CARCHI,Bolivar,2021-03-01,0
CARCHI,Espejo,2021-03-01,0
CARCHI,Mira,2021-03-01,1
CARCHI,Montufar,2021-03-01,0
CARCHI,San Pedro De Huaca,2021-03-01,0
COTOPAXI,Latacunga,2021-03-01,1
COTOPAXI,La Mana,2021-03-01,0
COTOPAXI,Pangua,2021-03-01,0
COTOPAXI,Pujili,2021-03-01,0
COTOPAXI,Salcedo,2021-03-01,0
COTOPAXI,Saquisili,2021-03-01,1
COTOPAXI,Sigchos,2021-03-01,0
CHIMBORAZO,Riobamba,2021-03-01,0
CHIMBORAZO,Alausi,2021-03-01,0
CHIMBORAZO,Colta,2021-03-01,0
CHIMBORAZO,Chambo,2021-03-01,0
CHIMBORAZO,Chunchi,2021-03-01,0
CHIMBORAZO,Guamote,2021-03-01,0
CHIMBORAZO,Guano,2021-03-01,0
CHIMBORAZO,Pallatanga,2021-03-01,0
CHIMBORAZO,Penipe,2021-03-01,0
CHIMBORAZO,Cumanda,2021-03-01,0
EL ORO,Machala,2021-03-01,9
EL ORO,Arenillas,2021-03-01,0
EL ORO,Atahualpa,2021-03-01,0
EL ORO,Balsas,2021-03-01,0
EL ORO,Chilla,2021-03-01,0
EL ORO,El Guabo,2021-03-01,0
EL ORO,Huaquillas,2021-03-01,0
EL ORO,Marcabeli,2021-03-01,0
EL ORO,Pasaje,2021-03-01,0
EL ORO,Piñas,2021-03-01,0
EL ORO,Portovelo,2021-03-01,0
EL ORO,Santa Rosa,2021-03-01,0
EL ORO,Zaruma,2021-03-01,1
EL ORO,Las Lajas,2021-03-01,0
ESMERALDAS,Esmeraldas,2021-03-01,6
ESMERALDAS,Eloy Alfaro,2021-03-01,0
ESMERALDAS,Muisne,2021-03-01,0
ESMERALDAS,Quininde,2021-03-01,1
ESMERALDAS,San Lorenzo,2021-03-01,0
ESMERALDAS,Atacames,2021-03-01,0
ESMERALDAS,Rioverde,2021-03-01,0
GUAYAS,Guayaquil,2021-03-01,54
GUAYAS,Alfredo Baquerizo Moreno (Jujan),2021-03-01,0
GUAYAS,Balao,2021-03-01,2
GUAYAS,Balzar,2021-03-01,0
GUAYAS,Colimes,2021-03-01,0
GUAYAS,Daule,2021-03-01,3
GUAYAS,Duran,2021-03-01,7
GUAYAS,El Empalme,2021-03-01,2
GUAYAS,El Triunfo,2021-03-01,0
GUAYAS,Milagro,2021-03-01,9
GUAYAS,Naranjal,2021-03-01,2
GUAYAS,Naranjito,2021-03-01,0
GUAYAS,Palestina,2021-03-01,1
GUAYAS,Pedro Carbo,2021-03-01,1
GUAYAS,Samborondon,2021-03-01,0
GUAYAS,Santa Lucia,2021-03-01,3
GUAYAS,Salitre (Urbina Jado),2021-03-01,0
GUAYAS,San Jacinto De Yaguachi,2021-03-01,0
GUAYAS,Playas,2021-03-01,0
GUAYAS,Simon Bolivar,2021-03-01,0
GUAYAS,Coronel Marcelino Maridueña,2021-03-01,1
GUAYAS,Lomas De Sargentillo,2021-03-01,0
GUAYAS,Nobol,2021-03-01,0
GUAYAS,Gral Antonio Elizalde,2021-03-01,0
GUAYAS,Isidro Ayora,2021-03-01,0
IMBABURA,Ibarra,2021-03-01,1
IMBABURA,Antonio Ante,2021-03-01,0
IMBABURA,Cotacachi,2021-03-01,0
IMBABURA,Otavalo,2021-03-01,0
IMBABURA,Pimampiro,2021-03-01,0
IMBABURA,San Miguel De Urcuqui,2021-03-01,0
LOJA,Loja,2021-03-01,1
LOJA,Calvas,2021-03-01,0
LOJA,Catamayo,2021-03-01,0
LOJA,Celica,2021-03-01,0
LOJA,Chaguarpamba,2021-03-01,0
LOJA,Espindola,2021-03-01,0
LOJA,Gonzanama,2021-03-01,1
LOJA,Macara,2021-03-01,0
LOJA,Paltas,2021-03-01,0
LOJA,Puyango,2021-03-01,0
LOJA,Saraguro,2021-03-01,0
LOJA,Sozoranga,2021-03-01,0
LOJA,Zapotillo,2021-03-01,0
LOJA,Pindal,2021-03-01,0
LOJA,Quilanga,2021-03-01,0
LOJA,Olmedo,2021-03-01,0
LOS RIOS,Babahoyo,2021-03-01,3
LOS RIOS,Baba,2021-03-01,0
LOS RIOS,Montalvo,2021-03-01,1
LOS RIOS,Puebloviejo,2021-03-01,1
LOS RIOS,Quevedo,2021-03-01,3
LOS RIOS,Urdaneta,2021-03-01,1
LOS RIOS,Ventanas,2021-03-01,1
LOS RIOS,Vinces,2021-03-01,0
LOS RIOS,Palenque,2021-03-01,0
LOS RIOS,Buena Fe,2021-03-01,1
LOS RIOS,Valencia,2021-03-01,0
LOS RIOS,Mocache,2021-03-01,0
LOS RIOS,Quinsaloma,2021-03-01,0
MANABI,Portoviejo,2021-03-01,3
MANABI,Bolivar,2021-03-01,0
MANABI,Chone,2021-03-01,1
MANABI,El Carmen,2021-03-01,3
MANABI,Flavio Alfaro,2021-03-01,0
MANABI,Jipijapa,2021-03-01,0
MANABI,Junin,2021-03-01,0
MANABI,Manta,2021-03-01,1
MANABI,Montecristi,2021-03-01,0
MANABI,Pajan,2021-03-01,0
MANABI,Pichincha,2021-03-01,0
MANABI,Rocafuerte,2021-03-01,0
MANABI,Santa Ana,2021-03-01,0
MANABI,Sucre,2021-03-01,0
MANABI,Tosagua,2021-03-01,0
MANABI,24 De Mayo,2021-03-01,0
MANABI,Pedernales,2021-03-01,3
MANABI,Olmedo,2021-03-01,1
MANABI,Puerto Lopez,2021-03-01,0
MANABI,Jama,2021-03-01,0
MANABI,Jaramijo,2021-03-01,0
MANABI,San Vicente,2021-03-01,0
MORONA SANTIAGO,Morona,2021-03-01,0
MORONA SANTIAGO,Gualaquiza,2021-03-01,0
MORONA SANTIAGO,Limon Indanza,2021-03-01,0
MORONA SANTIAGO,Palora,2021-03-01,0
MORONA SANTIAGO,Santiago,2021-03-01,0
MORONA SANTIAGO,Sucua,2021-03-01,0
MORONA SANTIAGO,Huamboya,2021-03-01,0
MORONA SANTIAGO,San Juan Bosco,2021-03-01,0
MORONA SANTIAGO,Taisha,2021-03-01,0
MORONA SANTIAGO,Logroño,2021-03-01,0
MORONA SANTIAGO,Pablo Sexto,2021-03-01,0
MORONA SANTIAGO,Canton Tiwintza,2021-03-01,0
NAPO,Tena,2021-03-01,0
NAPO,Archidona,2021-03-01,0
NAPO,El Chaco,2021-03-01,0
NAPO,Quijos,2021-03-01,0
NAPO,Carlos Julio Arosemena Tola,2021-03-01,0
PASTAZA,Pastaza,2021-03-01,2
PASTAZA,Mera,2021-03-01,0
